effect_bundles_tables	3
key	localised_description	localised_title	bundle_target	priority	ui_icon	is_global_effect
wh_dlc07_payload_event_lavish_feast	Our artisans seem grateful... not that anyone cares if they're not!	A Feast	faction	1	income.png	true
wh_dlc07_payload_event_not_very_noble	Truly, a shameful act and one that will not be soon forgotten.	Shameful Cheat	faction	1	admiral.png	true
wh_dlc07_payload_event_overconfidence	Pride always comes before a fall. These fits of ego are becoming rather expensive!	Overconfidence	faction	1	military_spending.png	true
wh_dlc07_payload_event_rowdy_peasants	They are complaining too much. Perhaps examples should be made?	Whinging Peasants	faction	1	public_order.png	true
wh_dlc07_payload_event_splendid_monasteries	A wondrous sight indeed, dedicated to the blessed Lady of the Lake.	Splendid Monastery	faction	1	technology.png	true
wh_dlc07_payload_event_unpeasant_business	The peasants heed the warning. Just as well, for the alternative is death.	A Warning	faction	1	public_order.png	true
wh_dlc07_payload_food_hoarder_first	Bretonnian law is just and true, as are its noble judges.	Bretonnian Law	faction	1	military_spending.png	true
wh_dlc07_payload_food_hoarder_second	A stern warning should be sufficient to deter such behaviour.	A Warning	faction	1	morale.png	true
wh_dlc07_payload_gifted_children_first	The Lady will ensure that our gifted children are schooled correctly in the use of magic.	Children of the Lady	faction	1	wizard.png	true
wh_dlc07_payload_gifted_children_second	The children will be trained in the ways of battle; they will be the finest soldiers in Bretonnia.	Military Training	faction	1	agent.png	true
wh_dlc07_payload_hidden_statue_first	Such a beautiful statue is truly inspirational to behold.	Inspired Citizens	faction	1	melee.png	true
wh_dlc07_payload_hidden_statue_second	The statue provides protection from evil, as if the Lady herself was standing watch over her flock.	Protected Citizens	faction	1	armour.png	true
wh_dlc07_payload_hunting_grounds_first	These hunting grounds have improved the nobles' equestrian skills and made them happy.	New Hunting Grounds	faction	1	experience.png	true
wh_dlc07_payload_hunting_grounds_second	The nobles know these places well, so the hunt is over quickly - and with a favourable conclusion.	Familiar Hunting Grounds	faction	1	charge.png	true
wh_dlc07_payload_knowledge_from_the_lady_first	The Lady has granted us knowledge that will help us in the future.	Blessed Knowledge	faction	1	technology.png	true
wh_dlc07_payload_knowledge_from_the_lady_second	Rejoice! We have been granted the Blessing of the Lady.	Blessed People	faction	1	income.png	true
wh_dlc07_payload_mockery_of_our_vows_first	On this occasion, a letter; next time, the lance.	Protected Vows	faction	1	income.png	true
wh_dlc07_payload_mockery_of_our_vows_second	Their meaningless words are but idle chatter, and should be ignored.	Ignorance	faction	1	morale.png	true
wh_dlc07_payload_pimples_and_brown_spots_first	We cannot risk another smallpox outbreak - the peasant population is getting too low!	Quarantine	faction	1	income.png	true
wh_dlc07_payload_pimples_and_brown_spots_second	Smallpox has devastated some of our villages. Who will plough the fields?	Pox Outbreak	faction	1	growth.png	true
wh_dlc07_payload_prosperous_harvest_first	Beautiful churches and breathtaking tournament grounds can now be built.	Infrastructure	faction	1	treasury.png	true
wh_dlc07_payload_prosperous_harvest_second	The epidemic may reoccur and the enemy may attack at any time. Be watchful.	The Future	faction	1	growth.png	true
wh_dlc07_payload_qb_chivalry_loss	 	Chivalry	faction	1	chivalry_negative.png	true
wh_dlc07_payload_qb_chivalry_reward	 	Chivalry	faction	1	chivalry_positive.png	true
wh_dlc07_payload_sword_of_couronne_mist	The peculiar hue covering our lands spreads fear and disorder among the dull and stupid peasants.	Strange Mist	faction	1	public_order.png	true
wh_dlc07_payload_the_price_of_chivalry_first	The most beautiful buildings in the land! The flower of Bretonnian architecture.	Impressive Buildings	faction	1	treasury.png	true
wh_dlc07_payload_the_price_of_chivalry_second	All battles fought by Bretonnians are glorious by their very nature.	Impressive Battles	faction	1	treasury.png	true
wh_dlc07_payload_whispers_of_witchcraft_first	A lot of food was lost during the witch-hunt. Oh well, it is only the peasants that will starve...	Burned Fields	faction	1	replenishment.png	true
wh_dlc07_payload_whispers_of_witchcraft_second	The army is exhausted, almost as if their energy was drained by magical means...	Tired Army	faction	1	campaign_movement.png	true
wh_dlc07_qb_brt_payload_bundle_chalice_of_potions	The Winds of Magic shift and grow, becoming powerful enough to be observed. Howling just beyond hearing, they cannot be heard, but can be perceived. The Chalice of Potions glows with a brighter aura, and all those who see it know its power. The Fay Enchantress wonders if this will be enough...	Chalice of Potions	character	1	magic.png	true
wh_dlc08_anc_magic_standard_ancient_mammoth_cub	 	Last of the Great Mawherd	character	1	public_order.png	true
wh_dlc08_anc_magic_standard_banner_of_wolfclaw	You'll feel their heat just a moment behind...	Wolfclaw Banner	character	1	public_order.png	true
wh_dlc08_anc_magic_standard_black_iron_reavers	Mortkin's personal warhird were ravagers without peer; the glory of their many savage achievements is soaked into the ancient, tattered canvas.	Banner of the Black-Iron Reavers	character	1	public_order.png	true
wh_dlc08_anc_magic_standard_crimson_reapers	"Hear the choirs; is it the wind that brought back their cries? Once forged in blood by tragedy, sharp were the thorns of crimson death!"	Banner of the Crimson Reapers	character	1	public_order.png	true
wh_dlc08_anc_magic_standard_drake_hunters	The ability to bring down a Frost-Wyrm or Ice Drake marks one out as special among the sagas of the Northmen.	Drake Hunters' Banner	character	1	public_order.png	true
wh_dlc08_banner_anc_magic_standard_dragon_ogre_horn	NOT USED IN GAME	NOT USED IN GAME Dragon orgre horn	character	1	public_order.png	true
wh_dlc08_banner_anc_magic_standard_mammoth_teeth	NOT USED IN GAME	NOT USED IN GAME mammoth teeth	character	1	public_order.png	true
wh_dlc08_bundle_follow_archaon	You will receive the following effects while the Warriors of Chaos faction exists:	Follower of the Everchosen	faction	1	religion_chaos.png	true
wh_dlc08_bundle_force_siege_equipment_nor	[HIDDEN] Adds NORSCAN siege equipment	[HIDDEN]	force	0	 	true
wh_dlc08_bundle_god_bar_crow_allegiance	Your faction will gain the following:	Allegiance to the Crow	faction	1	norse_god_crow.png	false
wh_dlc08_bundle_god_bar_eagle_allegiance	Your faction will gain the following:	Allegiance to the Eagle	faction	1	norse_god_eagle.png	false
wh_dlc08_bundle_god_bar_hound_allegiance	Your faction will gain the following:	Allegiance to the Hound	faction	1	norse_god_hound.png	false
wh_dlc08_bundle_god_bar_khorne_1	Attaining level 1 allegiance to this God will reward you with the following:	The Hound's Gaze - Level 1	faction	1	norse_god_hound.png	false
wh_dlc08_bundle_god_bar_khorne_2	Attaining level 2 allegiance to this God will reward you with the following:	The Hound's Favour - Level 2	faction	1	norse_god_hound.png	false
wh_dlc08_bundle_god_bar_khorne_3	Attaining level 3 allegiance to this God will reward you with the following:	Champion of the Hound - Level 3	faction	1	norse_god_hound.png	false
wh_dlc08_bundle_god_bar_nurgle_1	Attaining level 1 allegiance to this God will reward you with the following:	The Crow's Gaze - Level 1	faction	1	norse_god_crow.png	false
wh_dlc08_bundle_god_bar_nurgle_2	Attaining level 2 allegiance to this God will reward you with the following:	The Crow's Favour - Level 2	faction	1	norse_god_crow.png	false
wh_dlc08_bundle_god_bar_nurgle_3	Attaining level 3 allegiance to this God will reward you with the following:	Champion of the Crow - Level 3	faction	1	norse_god_crow.png	false
wh_dlc08_bundle_god_bar_serpent_allegiance	Your faction will gain the following:	Allegiance to the Serpent	faction	1	norse_god_snake.png	false
wh_dlc08_bundle_god_bar_slaanesh_1	Attaining level 1 allegiance to this God will reward you with the following:	The Serpent's Gaze - Level 1	faction	1	norse_god_snake.png	false
wh_dlc08_bundle_god_bar_slaanesh_2	Attaining level 2 allegiance to this God will reward you with the following:	The Serpent's Favour - Level 2	faction	1	norse_god_snake.png	false
wh_dlc08_bundle_god_bar_slaanesh_3	Attaining level 3 allegiance to this God will reward you with the following:	Champion of the Serpent - Level 3	faction	1	norse_god_snake.png	false
wh_dlc08_bundle_god_bar_tzeentch_1	Attaining level 1 allegiance to this God will reward you with the following:	The Eagle's Gaze - Level 1	faction	1	norse_god_eagle.png	false
wh_dlc08_bundle_god_bar_tzeentch_2	Attaining level 2 allegiance to this God will reward you with the following:	The Eagle's Favour - Level 2	faction	1	norse_god_eagle.png	false
wh_dlc08_bundle_god_bar_tzeentch_3	Attaining level 3 allegiance to this God will reward you with the following:	Champion of the Eagle - Level 3	faction	1	norse_god_eagle.png	false
wh_dlc08_bundle_god_khorne	 	Allegiance to the Hound	faction	1	norse_god_hound.png	false
wh_dlc08_bundle_god_nurgle	 	Allegiance to the Crow	faction	1	norse_god_crow.png	false
wh_dlc08_bundle_god_slaanesh	 	Allegiance to the Serpent	faction	1	norse_god_snake.png	false
wh_dlc08_bundle_god_tzeentch	 	Allegiance to the Eagle	faction	1	norse_god_eagle.png	false
wh_dlc08_bundle_nurgle_plague	A gift from the Crow, or a curse? It is but a matter of perspective.	The Plague of the Crow	region	1	disaster.png	true
wh_dlc08_bundle_true_everchosen	You will receive the following effects after the Warriors of Chaos faction is defeated:\n(Chaos is currently: [[col:red]]DEAD[[/col]])	The True Everchosen	faction	1	religion_chaos.png	true
wh_dlc08_bundle_true_everchosen_dummy	You will receive the following effects after the Warriors of Chaos faction is defeated:\n(Chaos is currently: [[col:green]]ALIVE[[/col]])	The True Everchosen	faction	1	religion_chaos.png	true
wh_dlc08_faction_trait_norsca	 	norsca overtrait	faction	1	food.png	false
wh_dlc08_faction_trait_norsca_faction	 	norsca undertrait	faction	1	food.png	false
wh_dlc08_lord_trait_nor_throgg	The Troll King is possessed of a grim and malevolent cunning, seeking always to grind the realms of man under his monstrous rule.	Lord of the Monstrous Horde	faction	1	character.png	false
wh_dlc08_lord_trait_nor_wulfrik	The ability to irrefusably challenge anyone - or anything - in their native language ensures that Wulfrik's Ruinous quest will never end.	Gift of Tongues	faction	1	character.png	false
wh_dlc08_payload_avalanche_first	Without steel against their skin the men fall too easily.	Lost Armour	faction	1	armour.png	true
wh_dlc08_payload_avalanche_second	It is hard to cut through enemy armour without a weapon to hand.	Lost Weapons	faction	1	melee.png	true
wh_dlc08_payload_bestial_servants_first	The Wolves strike with such force it tears apart your foes!	Might of the Wolves	faction	1	melee.png	true
wh_dlc08_payload_bestial_servants_second	The speed of the horses ensures no enemy escapes with their life.	Horse Riders	faction	1	charge.png	true
wh_dlc08_payload_blood_iron_first	The Gods have blessed your blades, although your smiths did not have metal to spare for armour.	Bloody Blades	faction	1	melee.png	true
wh_dlc08_payload_blood_iron_second	Your armour has the favour of the Gods - a shame there was not sufficient metal for your blades too.	Bloody Armour	faction	1	defence.png	true
wh_dlc08_payload_eager_for_blood_first	You take their farms and steal their food to fuel your warriors.	Demolished Farms	faction	1	income.png	true
wh_dlc08_payload_eager_for_blood_second	You bring down their walls and level their buildings, carrying off everything of value.	Smashed Cities	faction	1	income.png	true
wh_dlc08_payload_event_arctic_might	You rush into battle eager to spill blood for your Gods!	Mighty Warriors	faction	1	defence.png	true
wh_dlc08_payload_event_avenge_the_gods	Take what you want to make yourself stronger!	Punish Their Insolence	faction	1	income.png	true
wh_dlc08_payload_event_blades_of_ice	Only the strong are fit to survive and thrive!	Harden Up or Die	faction	1	growth.png	true
wh_dlc08_payload_event_blood_favours	Bathe in the blood of your enemies!	Eager to Fight	faction	1	military_spending.png	true
wh_dlc08_payload_event_dark_winnowing	True Champions survive all tests.	Fierce Champions	faction	1	military_spending.png	true
wh_dlc08_payload_event_fresh_meat	Strengthened, you press on to ever greater conquests!	Vigorous Travel	faction	1	campaign_movement.png	true
wh_dlc08_payload_event_lean_times	You need meat to keep your warriors strong!	No Meat	faction	1	military_spending.png	true
wh_dlc08_payload_event_midnight_sun	Any man who complains of being tired will be left behind.	Sleep is for the Dead	faction	1	charge.png	true
wh_dlc08_payload_event_phar_away_gold	Even in the lands of the eternal sun your warriors are supreme.	Unique Plunder	faction	1	public_order.png	true
wh_dlc08_payload_event_sign_in_ice	The Gods smile on you as you bring death and destruction!	Raid Far and Wide	faction	1	icon_effects_raiding.png	true
wh_dlc08_payload_event_unworldly_gift	When you endure the savagery of the north, nothing else compares.	Conduit to Chaos	faction	1	replenishment.png	true
wh_dlc08_payload_event_useless_contraptions	A blade is the only tool needed to destroy the enemy.	Distracted by Devices	faction	1	technology.png	true
wh_dlc08_payload_grim_visions_first	Your armies move with care, though much slower than usual.	Cautious Travel	faction	1	resistance_magic.png	true
wh_dlc08_payload_grim_visions_second	Your armies march on regardless, but there are some losses on the road. 	Reckless Travel	faction	1	agent.png	true
wh_dlc08_payload_hidden_fissure_first	The creatures that serve you are made stronger by the Gods!	Stronger Monsters	faction	1	experience.png	true
wh_dlc08_payload_hidden_fissure_second	The Gods honour your warriors with incredible might!	Stronger Warriors	faction	1	experience.png	true
wh_dlc08_payload_prove_their_worth_first	Our armies grow in size and ability!	More Warriors	faction	1	army.png	true
wh_dlc08_payload_prove_their_worth_second	Our tribe expands, taking more land!	More Buildings	faction	1	construction.png	true
wh_dlc08_payload_rare_metal_first	Your men struggle to make headway in the harsh ice.	Frozen Foot	faction	1	battle_movement.png	true
wh_dlc08_payload_rare_metal_second	With no arm guards, your men get maimed more often. 	Slashed Arms	faction	1	armour.png	true
wh_dlc08_payload_sacrificial_altars_first	Your Werekin gain the favour of the Gods.	Beast Sacrifice	faction	1	treasury.png	true
wh_dlc08_payload_sacrificial_altars_second	Your Fimirs gain the favour of the Gods.	Reptilian Sacrifice	faction	1	treasury.png	true
wh_dlc08_payload_shrine_or_shine_first	Such riches lost! But the Gods are content.	Destroyed Plunder	faction	1	income.png	true
wh_dlc08_payload_shrine_or_shine_second	You keep your plunder, but the Gods are not happy at the loss of their shrines.  	Destroyed Shrines	faction	1	growth.png	true
wh_dlc08_payload_surfeit_of_loot_first	More blades and armour lets you press deeper into the southlands!	Abundance of Iron	faction	1	military_spending.png	true
wh_dlc08_payload_surfeit_of_loot_second	 The food and drink sustains your warriors, giving them new strength to conquer enemy lands!	Abundance of Meat	faction	1	replenishment.png	true
wh_dlc08_payload_the_dying_skald_first	Make your buildings stronger with the knowledge of the forefathers!	Ancestral Structures	faction	1	construction.png	true
wh_dlc08_payload_the_dying_skald_second	Give your enemies a taste of the blades of the Ancestors.	Ancestral Weapons	faction	1	technology.png	true
wh_dlc09_lord_trait_skv_tretch_craventail	Over many battles and countless acts of treachery, Chieftain Tretch Craventail of Clan Rictus has proven himself a master of guile.	Grand Chieftain of the Deep Warrens	faction	1	character.png	false
wh_dlc11_bundle_agent_action_dignitary_hinder_settlement_success_actor	This [[img:icon_hero]][[/img]]Hero must rest following the establishment of a Pirate Cove.	Exhaustion	character	1	pirate_cove.png	true
wh_main_bundle_agent_action_all_failure_army_actor	[HIDDEN]	[HIDDEN]	character	0	 	true
wh_main_bundle_agent_action_all_failure_army_actor_compromised	[HIDDEN]	[HIDDEN]	character	0	 	true
wh_main_bundle_agent_action_all_failure_army_target	In response to a hostile [[img:icon_hero]][[/img]]Hero's recent failed action, this army is on guard.	On Guard	force	1	agent.png	true
wh_main_bundle_agent_action_all_failure_character_actor	[HIDDEN]	[HIDDEN]	character	0	 	true
wh_main_bundle_agent_action_all_failure_character_actor_compromised	[HIDDEN]	[HIDDEN]	character	0	 	true
wh_main_bundle_agent_action_all_failure_character_target	In response to a hostile [[img:icon_hero]][[/img]]Hero's recent failed action, this character is on guard.	On Guard	character	1	agent.png	true
wh_main_bundle_agent_action_all_failure_settlement_actor	[HIDDEN]	[HIDDEN]	character	0	 	true
wh_main_bundle_agent_action_all_failure_settlement_actor_compromised	[HIDDEN]	[HIDDEN]	character	0	 	true
wh_main_bundle_agent_action_all_failure_settlement_target	In response to a hostile [[img:icon_hero]][[/img]]Hero's recent failed action, security in this province has temporarily been increased.	Security	province	1	agent.png	true
wh_main_bundle_agent_action_champion_assist_army_cannot_fail_actor	[HIDDEN]	[HIDDEN]	character	0	 	true
wh_main_bundle_agent_action_champion_hinder_army_success_actor	[HIDDEN]	[HIDDEN]	character	0	 	true
wh_main_bundle_agent_action_champion_hinder_army_success_target	In response to a hostile [[img:icon_hero]][[/img]]Hero's recent successful action, this army is on guard.	On Guard	force	1	agent.png	true
wh_main_bundle_agent_action_champion_hinder_character_success_actor	This [[img:icon_hero]][[/img]]Hero must rest following a successful action.	Exhaustion	character	1	agent.png	true
wh_main_bundle_agent_action_champion_hinder_character_success_target	[HIDDEN]	[HIDDEN]	character	0	 	true
wh_main_bundle_agent_action_champion_hinder_settlement_success_actor	[HIDDEN]	[HIDDEN]	character	0	 	true
wh_main_bundle_agent_action_champion_hinder_settlement_success_target	[HIDDEN]	[HIDDEN]	region	0	 	true
wh_main_bundle_agent_action_dignitary_assist_army_cannot_fail_actor	[HIDDEN]	[HIDDEN]	character	0	 	true
wh_main_bundle_agent_action_dignitary_hinder_army_success_actor	[HIDDEN]	[HIDDEN]	character	0	 	true
wh_main_bundle_agent_action_dignitary_hinder_army_success_target	This army's [[img:icon_replenishment]][[/img]]replenishment has been hindered by an enemy Hero's hostile [[img:icon_hero]][[/img]]action and is on guard.	{{tr:agent_action_name_hinder_replenishment}}	force	1	replenishment.png	true
wh_main_bundle_agent_action_dignitary_hinder_settlement_success_actor	[HIDDEN]	[HIDDEN]	character	0	 	true
wh_main_bundle_agent_action_dignitary_hinder_settlement_success_target	[HIDDEN]	[HIDDEN]	region	0	 	true
wh_main_bundle_agent_action_engineer_assist_army_cannot_fail_actor	[HIDDEN]	[HIDDEN]	character	0	 	true
wh_main_bundle_agent_action_engineer_hinder_settlement_success_actor	[HIDDEN]	[HIDDEN]	character	0	 	true
wh_main_bundle_agent_action_engineer_hinder_settlement_success_target	[HIDDEN]	[HIDDEN]	region	0	 	true
wh_main_bundle_agent_action_spy_assist_army_cannot_fail_actor	[HIDDEN]	[HIDDEN]	character	0	 	true
wh_main_bundle_agent_action_spy_hinder_army_success_actor	[HIDDEN]	[HIDDEN]	character	0	 	true
wh_main_bundle_agent_action_spy_hinder_army_success_target	This army's movement has been hindered by a foreign [[img:icon_hero]][[/img]]Hero and is on guard.	{{tr:agent_action_name_block_army}}	force	1	campaign_movement.png	true
wh_main_bundle_agent_action_spy_hinder_settlement_success_actor	[HIDDEN]	[HIDDEN]	character	0	 	true
wh_main_bundle_agent_action_spy_hinder_settlement_success_target	[HIDDEN]	[HIDDEN]	region	0	 	true
wh_main_bundle_agent_action_wizard_assist_army_cannot_fail_actor	[HIDDEN]	[HIDDEN]	character	0	 	true
wh_main_bundle_agent_action_wizard_hinder_army_success_actor	[HIDDEN]	[HIDDEN]	character	0	 	true
wh_main_bundle_agent_action_wizard_hinder_army_success_target	In response to a hostile [[img:icon_hero]][[/img]]Hero's recent successful action, this army is on guard.	On Guard	force	1	agent.png	true
wh_main_bundle_agent_action_wizard_hinder_settlement_success_actor	[HIDDEN]	[HIDDEN]	character	0	 	true
wh_main_bundle_agent_action_wizard_hinder_settlement_success_target	[HIDDEN]	[HIDDEN]	region	0	 	true
wh_main_bundle_anc_magic_standard_banner_of_eternal_flame	 	Banner of Eternal Flame	character	1	public_order.png	true
wh_main_bundle_anc_magic_standard_banner_of_lost_holds	 	Banner of Lost Holds	character	1	public_order.png	true
wh_main_bundle_anc_magic_standard_banner_of_rage	 	Banner of Rage	character	1	public_order.png	true
wh_main_bundle_anc_magic_standard_banner_of_swiftness	 	Banner of Swiftness	character	1	public_order.png	true
wh_main_bundle_anc_magic_standard_banner_of_the_barrows	 	Banner of the Barrows	character	1	public_order.png	true
wh_main_bundle_anc_magic_standard_blasted_standard	 	Blasted Standard	character	1	public_order.png	true
wh_main_bundle_anc_magic_standard_da_immortulz	 	Da Immortulz	character	1	public_order.png	true
wh_main_bundle_anc_magic_standard_gleaming_pennant	 	Gleaming Pennant	character	1	public_order.png	true
wh_main_bundle_anc_magic_standard_griffon_banner	 	Griffon Banner	character	1	public_order.png	true
wh_main_bundle_anc_magic_standard_lichbone_pennant	 	Lichbone Pennant	character	1	public_order.png	true
wh_main_bundle_anc_magic_standard_morks_war_banner	 	Mork's War Banner	character	1	public_order.png	true
wh_main_bundle_anc_magic_standard_rampagers_standard	 	Rampager's Standard	character	1	public_order.png	true
wh_main_bundle_anc_magic_standard_rangers_standard	 	Ranger's Standard	character	1	public_order.png	true
wh_main_bundle_anc_magic_standard_razor_standard	 	Razor Standard	character	1	public_order.png	true
wh_main_bundle_anc_magic_standard_scarecrow_banner	 	Scarecrow Banner	character	1	public_order.png	true
wh_main_bundle_anc_magic_standard_spider_banner	 	Spider Banner	character	1	public_order.png	true
wh_main_bundle_anc_magic_standard_standard_of_discipline	 	Standard of Discipline	character	1	public_order.png	true
wh_main_bundle_anc_magic_standard_steel_standard	 	Steel Standard	character	1	public_order.png	true
wh_main_bundle_anc_magic_standard_the_bad_moon_banner	 	The Bad Moon Banner	character	1	public_order.png	true
wh_main_bundle_anc_magic_standard_the_screaming_banner	 	The Screaming Banner	character	1	public_order.png	true
wh_main_bundle_anc_magic_standard_wailing_banner	 	Wailing Banner	character	1	public_order.png	true
wh_main_bundle_anc_magic_standard_war_banner	 	War Banner	character	1	public_order.png	true
wh_main_bundle_anc_mark_of_chaos_mark_of_khorne	 	Mark of Khorne	character	1	public_order.png	true
wh_main_bundle_anc_mark_of_chaos_mark_of_nurgle	 	Mark of Nurgle	character	1	public_order.png	true
wh_main_bundle_anc_mark_of_chaos_mark_of_slaanesh	 	Mark of Slaanesh	character	1	public_order.png	true
wh_main_bundle_anc_mark_of_chaos_mark_of_tzeentch	 	Mark of Tzeentch	character	1	public_order.png	true
wh_main_bundle_anc_rune_ancestor_rune	 	Ancestor Rune	character	1	public_order.png	true
wh_main_bundle_anc_rune_master_rune_of_battle	 	Rune of Battle	character	1	public_order.png	true
wh_main_bundle_anc_rune_master_rune_of_courage	 	Rune of Courage	character	1	public_order.png	true
wh_main_bundle_anc_rune_master_rune_of_groth_one-eye	 	Master Rune of Groth One-Eye	character	1	public_order.png	true
wh_main_bundle_anc_rune_master_rune_of_grungni	 	Master Rune of Grungni	character	1	public_order.png	true
wh_main_bundle_anc_rune_master_rune_of_sanctuary	 	Rune of Sanctuary	character	1	public_order.png	true
wh_main_bundle_anc_rune_master_rune_of_slowness	 	Rune of Slowness	character	1	public_order.png	true
wh_main_bundle_anc_rune_master_rune_of_stoicism	 	Rune of Stoicism	character	1	public_order.png	true
wh_main_bundle_anc_rune_master_rune_of_stromni_redbeard	 	Master Rune of Stromni Redbeard	character	1	public_order.png	true
wh_main_bundle_anc_rune_master_rune_of_valaya	 	Master Rune of Valaya	character	1	public_order.png	true
wh_main_bundle_anc_rune_strollaz_rune	 	Strollaz' Rune	character	1	public_order.png	true
wh_main_bundle_captives_kill_bretonnia	No quarter has been shown to our enemies! Our troops rejoice at our success.	Executed Captives	force	1	morale.png	true
wh_main_bundle_captives_kill_chaos	The Chaos Gods look upon this army favourably.	Slaughtered Captives	force	1	morale.png	true
wh_main_bundle_captives_kill_dwarfs	These brave Dawi are celebrating after another wrong has been put right.	Executed Captives	force	1	morale.png	true
wh_main_bundle_captives_kill_greenskins	The boyz are ecstatic after slaughtering recent captives!	Slaughtered Captives	force	1	morale.png	true
wh_main_bundle_captives_kill_humans	These men are feeling confident after cleaning up stragglers from the recent battle.	Killed Captives	force	1	morale.png	true
wh_main_bundle_captives_kill_vampire_counts	The Undead are feasting upon corpses from the recent battle.	Murdered Captives	force	1	morale.png	true
wh_main_bundle_captives_release_bretonnia	Perhaps we have fallen in the estimations of others, but gold tends to ease that pain...	Ransom Captives	force	1	chivalry_negative.png	true
wh_main_bundle_captives_release_dwarfs	The throng looks to hearth and home, with feasts and stories by a roaring fire. It will be a while before this army seeks fresh recruits.	Released Captives	force	1	replenishment.png	true
wh_main_bundle_captives_release_humans	Men are reluctant to join the ranks of this army.	Pardoned Captives	force	1	replenishment.png	true
wh_main_bundle_captives_release_vampire_counts	This army is struggling after giving up a source of fresh flesh.	Returned Captives	force	1	replenishment.png	true
wh_main_bundle_confederation_brt	Bretonnia grows ever closer to uniting once more – the people rejoice!	Confederation	faction	1	confederation.png	true
wh_main_bundle_confederation_dwf	The sudden expansion of territory has caused instability throughout the land.	Confederation	faction	1	confederation.png	true
wh_main_bundle_confederation_emp	The sudden expansion of territory has caused instability throughout the land.	Confederation	faction	1	confederation.png	true
wh_main_bundle_confederation_grn	The sudden expansion of territory has caused instability throughout the land.	Confederation	faction	1	confederation.png	true
wh_main_bundle_confederation_vmp	The sudden expansion of territory has caused instability throughout the land.	Confederation	faction	1	confederation.png	true
wh_main_bundle_confederation_wef	The sudden expansion of territory has caused instability throughout the land.	Confederation	faction	1	confederation.png	true
wh_main_bundle_dummy	 	 	faction	0	 	true
wh_main_bundle_dummy_character	 	 	character	0	 	true
wh_main_bundle_faction_chaos_everchosen	The final gambit of the Chaos God Tzeentch has come to naught - or was that his plan all along?	The Everchosen	faction	1	religion_chaos.png	true
wh_main_bundle_faction_chaos_invasion	The End Times have arrived!	Chaos Invasion	faction	1	religion_chaos.png	true
wh_main_bundle_faction_chaos_invasion_good	The End Times have arrived!	Chaos Invasion	faction	1	religion_chaos.png	true
wh_main_bundle_faction_chaos_rises	The corrupt forces of Chaos taint the land.	Chaos Rises	faction	1	religion_chaos.png	true
wh_main_bundle_faction_chaos_rises_good	The corrupt forces of Chaos taint the land.	Chaos Rises	faction	1	religion_chaos.png	true
wh_main_bundle_faction_imperium_level_1	Your power is of little consequence to the world... yet!	Power: Insignificant	faction	0	 	true
wh_main_bundle_faction_imperium_level_2	Your have established yourself as a worthy power.	Power: Noteworthy	faction	0	 	true
wh_main_bundle_faction_imperium_level_3	Word of your achievements has travelled far.	Power: Impressive	faction	0	 	true
wh_main_bundle_faction_imperium_level_4	Your accomplishments are great.	Power: Inspiring	faction	0	 	true
wh_main_bundle_faction_imperium_level_5	Your power is both feared and coveted.	Power: Intimidating	faction	0	 	true
wh_main_bundle_faction_imperium_level_6	The world trembles before you.	Power: Terrifying	faction	0	 	true
wh_main_bundle_faction_imperium_level_7	Your power is supreme.	Power: Supreme	faction	0	 	true
wh_main_bundle_force_additional_army_upkeep_easy	[HIDDEN] Player only effect bundle that increases factionwide upkeep by 1% for each additional army	[HIDDEN]	force	0	 	true
wh_main_bundle_force_additional_army_upkeep_hard	[HIDDEN] Player only effect bundle that increases factionwide upkeep by 3% for each additional army	[HIDDEN]	force	0	 	true
wh_main_bundle_force_additional_army_upkeep_legendary	[HIDDEN] Player only effect bundle that increases factionwide upkeep by 5% for each additional army	[HIDDEN]	force	0	 	true
wh_main_bundle_force_additional_army_upkeep_normal	[HIDDEN] Player only effect bundle that increases factionwide upkeep by 2% for each additional army	[HIDDEN]	force	0	 	true
wh_main_bundle_force_additional_army_upkeep_very_hard	[HIDDEN] Player only effect bundle that increases factionwide upkeep by 4% for each additional army	[HIDDEN]	force	0	 	true
wh_main_bundle_force_siege_equipment_brt	[HIDDEN] Adds BRETONNIA siege equipment	[HIDDEN]	force	0	 	true
wh_main_bundle_force_siege_equipment_chs	[HIDDEN] Adds CHAOS siege equipment	[HIDDEN]	force	0	 	true
wh_main_bundle_force_siege_equipment_dwf	[HIDDEN] Adds DWARF siege equipment	[HIDDEN]	force	0	 	true
wh_main_bundle_force_siege_equipment_emp	[HIDDEN] Adds EMPIRE siege equipment	[HIDDEN]	force	0	 	true
wh_main_bundle_force_siege_equipment_grn	[HIDDEN] Adds GREENSKIN siege equipment	[HIDDEN]	force	0	 	true
wh_main_bundle_force_siege_equipment_vmp	[HIDDEN] Adds VAMPIRE COUNT siege equipment	[HIDDEN]	force	0	 	true
wh_main_bundle_grudges_high	The Longbeards are fuming, many grudges have been left to fester, they rant about how this would 'never happen in their day'.	Grumbling (20+ Total Severity)	faction	1	grudges.png	true
wh_main_bundle_grudges_low	The Longbeards are silent because there are very few grudges unaccounted for, much to their annoyance as they like a good moan.	Satisfied (0-9 Total Severity)	faction	1	grudges.png	true
wh_main_bundle_grudges_medium	The Longbeards are grumpy, they gripe that while some grudges have been avenged, there are as many outstanding.	Middling (10-19 Total Severity)	faction	1	grudges.png	true
